City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
606,Santa Cruz Del Norte,CU,75.94,clear sky,23.1539,-81.9236,Rioger Art
609,Baturaja,ID,73.35,overcast clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
610,Portobelo,PA,79.21,clear sky,9.55,-79.65,Scuba Portobelo
611,Pittsburg,US,61.45,clear sky,38.028,-121.8847,Hampton Inn & Suites Pittsburg
613,Andradina,BR,73.81,moderate rain,-20.8961,-51.3794,DELTA HOTEL
615,Buta,CD,74.8,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
619,Saint Thomas Mount,IN,78.78,mist,12.9964,80.2031,Le Royal Méridien Chennai
622,Kaitangata,NZ,58.32,few clouds,-46.2817,169.8464,Kaitangata Motor Camp
623,Acari,PE,72.86,clear sky,-15.4311,-74.6158,HOSPEDAJE XIMENA
624,Candolim,IN,68.0,broken clouds,15.5181,73.7626,Resort Terra Paraiso
625,Road Town,VG,75.24,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
628,Santa Rosa,PH,86.09,scattered clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
630,San Quintin,MX,57.06,clear sky,30.4833,-115.95,Don Eddie's Landing
632,Khirkiya,IN,55.94,clear sky,22.1674,76.8605,Sanjay Industries
633,Daru,PG,84.96,overcast clouds,-9.0763,143.2092,Daru Lodge
634,Princesa Isabel,BR,76.87,overcast clouds,-7.7367,-37.9933,Pousada São José
635,Manadhoo,MV,81.19,scattered clouds,5.7667,73.3833,Bon Abri maldives
638,Nelson Bay,AU,76.28,scattered clouds,-32.7167,152.15,Mantra Nelson Bay
640,Waitati,NZ,59.09,overcast clouds,-45.75,170.5667,Arden Country House BnB Dunedin
642,Barra Do Garcas,BR,74.8,overcast clouds,-15.89,-52.2567,Pousada Tropical
645,Kankon,IN,67.8,overcast clouds,15.0167,74.0167,Palolem Beach Resort
652,Bossangoa,CF,72.1,overcast clouds,6.4926,17.4552,LA PERLE DE BOSTON
658,Puerto Maldonado,PE,73.08,overcast clouds,-12.6,-69.1833,Wasai Hotel
661,Santa Isabel,BR,76.3,overcast clouds,-23.3156,-46.2214,Chácara Sombra do Altíssimo
662,Tshikapa,CD,66.6,overcast clouds,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
664,Amahai,ID,86.88,broken clouds,-3.3333,128.9167,HOTEL ISABELA
665,Cam Ranh,VN,78.76,scattered clouds,11.9214,109.1591,OYO 598 Peony Hotel
668,Mityana,UG,65.66,overcast clouds,0.4175,32.0228,Green Valley Hotel
671,Rio De Janeiro,BR,82.36,scattered clouds,-22.9028,-43.2075,Hotel Málaga
673,Ixtapa,MX,65.84,clear sky,20.7,-105.2,Hotel Plaza Providencia
675,Sola,VU,82.51,overcast clouds,-13.8833,167.55,Leumerus Bungalows
